ADM3_PCODE,inhabitants_100m,inhabitants_inside5km_events,exposed_to_conflict_indicator,inhabitants_inside5km_VAC,inhabitants_inside5km_Battles,inhabitants_inside5km_Riots,inhabitants_inside5km_Protests,inhabitants_inside5km_ERV,inhabitants_inside5km_SD
BF500107,31172.7542052269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF500106,37104.86356520653,176.96894121170044,0.004769427083344551,0.0,0.0,0.0,176.96894121170044,0.0,0.0
BF500108,23469.143379688263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF500109,33532.74944591522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF500110,22376.546823978424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF500111,57542.15367078781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF500112,30136.61737895012,2346.264247894287,0.07785426673443152,0.0,0.0,958.7312531471252,1387.5329947471619,0.0,0.0
BF500113,19129.29750084877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF500114,15219.165798902512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF500115,53690.19871854782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF500201,19292.020891189575,14005.861911296844,0.7259924706847661,10356.522328853607,0.0,0.0,0.0,0.0,14005.861911296844
BF500202,47985.50105667114,13574.596267223358,0.28288953888783375,2226.315055370331,11348.281211853027,0.0,0.0,0.0,67.49903917312622
BF500203,25904.13013601303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF500204,19808.857956171036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF500205,26575.642836093903,4514.3076248168945,0.1698663566732525,0.0,0.0,0.0,0.0,0.0,4514.3076248168945
BF500206,49887.236347198486,6100.942457675934,0.1222946569983435,1091.0210514068604,5009.9214062690735,0.0,0.0,0.0,0.0
BF500207,69451.49709701538,5239.829698562622,0.07544588551119655,0.0,0.0,5239.829698562622,5239.829698562622,0.0,0.0
BF500208,44430.485630989075,19639.310420513153,0.44202331218309393,5178.24343585968,17220.30519104004,0.0,0.0,0.0,4661.5554003715515
BF500209,17684.412457942963,10596.197119235992,0.5991828761309345,10282.995327949524,13.672935485839844,0.0,0.0,0.0,3674.4725136756897
BF500210,28028.417333126068,109.51613140106201,0.0039073248446185975,109.51613140106201,109.51613140106201,0.0,0.0,0.0,0.0
BF500301,54475.73025608063,9873.735819339752,0.181250178252317,0.0,0.0,0.0,4242.990866661072,0.0,5630.74495267868
BF500302,22629.21897125244,3936.7241027355194,0.17396641517927017,3904.8822162151337,0.0,0.0,0.0,0.0,3936.7241027355194
BF500303,81714.94642353058,35556.186685562134,0.4351246404944518,329.61955213546753,0.0,0.0,35043.86217546463,0.0,182.70495796203613
BF500304,9007.813432455063,1227.7370088100433,0.13629689580231746,0.0,0.0,0.0,0.0,0.0,1227.7370088100433
BF500305,42137.1857585907,7823.184773206711,0.1856598781424733,0.0,0.0,0.0,0.0,0.0,7823.184773206711
BF500306,34255.0758767128,2585.381576061249,0.07547440809549735,2452.9536168575287,0.0,0.0,0.0,0.0,2585.381576061249
BF500307,62551.58811736107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF500401,37769.65956234932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF500402,28721.108316898346,106.40264701843262,0.0037046845770861,0.0,106.40264701843262,0.0,0.0,0.0,0.0
BF500404,11348.291003704071,4791.542309999466,0.42222589361125046,0.0,4791.542309999466,0.0,0.0,0.0,0.0
BF500405,22729.823604106903,3106.6717853546143,0.13667821798640312,0.0,0.0,0.0,0.0,0.0,3106.6717853546143
BF500403,63479.042110443115,29.140331268310547,4.590543634481937E-4,0.0,29.140331268310547,0.0,0.0,0.0,0.0
BF500406,124424.65961146355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF510101,24056.846118927002,1730.2237539291382,0.0719223020912897,0.0,0.0,0.0,1730.2237539291382,0.0,0.0
BF510102,30143.81508898735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF510103,13942.373483896255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF510104,39254.1168653965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF510105,75617.0273578167,26789.09594964981,0.35427332818685003,0.0,0.0,0.0,24315.67283630371,2473.4231133461,0.0
BF510106,37234.02624583244,1863.9276359081268,0.05005979271760206,0.0,0.0,0.0,1863.9276359081268,0.0,0.0
BF510107,29788.482066631317,9339.111956596375,0.3135141943690353,0.0,0.0,7542.551131486893,0.0,1796.5608251094818,0.0
BF510201,72342.7777299881,37.98142433166504,5.250202649589536E-4,0.0,37.98142433166504,0.0,0.0,0.0,0.0
BF510202,71692.82778978348,23996.636540174484,0.33471460507230966,20221.756473064423,0.0,20221.756473064423,23938.368166923523,0.0,58.268373250961304
BF510203,59062.31549787521,35.17956876754761,5.956347710210109E-4,35.17956876754761,0.0,35.17956876754761,0.0,0.0,0.0
BF510204,7239.81617307663,5944.8441042900085,0.8211319130446498,5944.8441042900085,0.0,5944.8441042900085,0.0,0.0,0.0
BF510205,30665.111799955368,8086.997182846069,0.2637198010430159,8086.997182846069,0.0,8086.997182846069,0.0,0.0,0.0
BF510301,50215.79209947586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF510302,48609.1401154995,914.717248916626,0.018817803539482064,0.0,0.0,0.0,914.717248916626,0.0,0.0
BF510303,63105.876081466675,4281.216018199921,0.06784179673970575,0.0,0.0,0.0,0.0,0.0,4281.216018199921
BF510304,50686.37557911873,17377.936501264572,0.3428522221743502,5297.759149551392,4822.516935825348,0.0,0.0,0.0,12135.438853025436
BF510305,32204.42541193962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF510306,40714.689954042435,24865.64116334915,0.6107289823750781,0.0,0.0,0.0,24865.64116334915,0.0,0.0
BF510307,35980.22677850723,674.1932249069214,0.018737881477435554,0.0,91.89220190048218,58.55038261413574,0.0,0.0,523.7506403923035
BF520101,136699.58663272858,52759.45450925827,0.38595182186620175,28402.248125314713,11120.471749305725,0.0,0.0,0.0,47810.363141298294
BF520102,114980.80168271065,71787.8603386879,0.6243464933979709,24732.390647172928,0.0,0.0,17873.848630428314,0.0,70991.63233709335
BF520103,39213.60265040398,13790.112877130508,0.3516665632605028,3769.762455224991,4071.745934009552,0.0,0.0,0.0,10020.350421905518
BF520104,53333.35121178627,17729.20962047577,0.33242256894889716,7270.794020175934,3103.429928302765,0.0,0.0,0.0,14625.779692173004
BF520105,118602.80481624603,80233.87885832787,0.6764922548217641,46350.16958594322,33235.17088627815,0.0,0.0,0.0,79952.48612546921
BF520106,81383.96770048141,37692.072602272034,0.4631387933922159,6797.368097305298,12811.612306118011,0.0,0.0,0.0,20815.526813983917
BF520107,28800.348405361176,17587.43871641159,0.6106675679360078,0.0,0.0,0.0,0.0,14916.853497505188,9446.337174415588
BF520201,53081.380769491196,2026.372745513916,0.03817483110157874,1992.4165592193604,190.68988704681396,0.0,190.68988704681396,0.0,33.956186294555664
BF520202,42997.8444340229,27674.606271266937,0.6436277593806273,21048.56091117859,571.6019139289856,487.2485570907593,571.6019139289856,0.0,8350.163452148438
BF520203,200923.34865260124,147627.394179821,0.7347448425970168,120491.61900448799,116046.01241612434,54977.13257741928,60038.1475148201,67717.00266766548,130174.58237314224
BF520204,91712.98736643791,54958.84575295448,0.5992482344225384,39251.17817378044,25990.262094020844,0.0,0.0,36598.230281829834,25337.168410778046
BF520205,31910.728699207306,21313.767666339874,0.6679185507559195,5911.939976215363,5615.851423740387,0.0,5615.851423740387,0.0,13483.919132947922
BF520206,32874.57207918167,18525.626805067062,0.5635245003477536,14150.363510608673,4417.413371801376,0.0,0.0,183.84251880645752,15752.069685459137
BF520301,25229.661262512207,13286.143835544586,0.5266080942309741,4612.711932897568,5496.857536792755,0.0,0.0,5219.257042169571,5727.743295669556
BF520302,34319.359038591385,25399.9395468235,0.7401053008671232,21574.61616921425,19192.601401090622,0.0,0.0,20597.44494342804,15694.495176553726
BF520303,78399.53674674034,34752.19683909416,0.4432704360404154,32201.64774107933,11630.45022058487,0.0,8506.356533050537,0.0,21650.558851242065
BF520401,55160.852300167084,47567.76232767105,0.8623463986528535,30188.459226608276,31675.072347164154,0.0,0.0,39811.43278694153,41844.9291973114
BF520402,16351.952962875366,13283.352685451508,0.8123404412677403,7890.172791481018,13054.013377189636,0.0,3713.8363828659058,6438.09664440155,7719.1658635139465
BF520403,105513.6614677906,78027.30489301682,0.7394995473343103,62533.878303050995,52071.92829084396,0.0,14955.18661403656,58732.185091495514,56031.254818439484
BF520501,71890.8982257843,19149.749529838562,0.26637237817916615,836.0250453948975,7775.007981300354,0.0,0.0,54.05064058303833,18325.468333244324
BF520502,49052.98059272766,34499.90097475052,0.703319157324872,30101.926555633545,16732.729831695557,1674.2640206813812,9021.16386961937,14686.11195898056,22361.325582504272
