GID_3,scale_min,scale_max,scale_mean,scale_median,scale_stdDev,offset_min,offset_max,offset_mean,offset_median,offset_stdDev
BEN.3.3.7_1,0.03154195468994744,0.0632175853520277,0.04336587712520101,0.04289493865750653,0.005639660885899527,0.06691481724071006,0.12231926324533388,0.09365699514065873,0.09254119996677175,0.013269027525767974
BEN.3.3.8_1,0.02844025051169973,0.20976646779204852,0.04791662526906409,0.04549231712176681,0.018810038947630333,0.01211019956584399,0.42404740756111486,0.1160880406189624,0.10997505151511412,0.047279306932011184
BEN.3.3.9_1,0.027273215464360658,0.11530695832334459,0.0465585122032989,0.04317235753666971,0.01267658721427136,0.051423813647402096,0.35327809237475905,0.12948922094600387,0.11570836524662723,0.0501251252661171
BEN.3.4.1_1,0.03340788038275648,0.2598817575545538,0.0694991236514244,0.05086309072517213,0.04619983960459322,0.10189374463377698,2.6957676176513945,0.47710081299668966,0.18717709884402298,0.5467338587238249
BEN.3.4.2_1,0.005454126213278089,0.5902589575520584,0.16192219664780896,0.07746754045642558,0.1535237101419366,0.12080429976395819,3.0960457740085467,0.9984381743676444,0.5896106269210577,0.8107161317214038
BEN.3.4.3_1,0.005454126213278089,0.5902589575520584,0.13358714259001775,0.0715124740936642,0.13479035192211417,0.11425897643701839,3.0960457740085467,0.6318043870321907,0.20888253314841798,0.7883123889999654
BEN.3.4.4_1,0.051857382824112265,0.5205556537423816,0.21290283172225455,0.15724480755272366,0.15205300858789664,0.20891309562804444,1.7882065989431881,0.6516935421242243,0.5076918018360933,0.405710099639356
BEN.3.4.5_1,0.04269179171838221,0.23965830896936713,0.07383517190814573,0.06588546437367757,0.030169871934144197,0.04974492009551752,0.43791598205765087,0.2246324800961244,0.2097915079728238,0.0769678069400974
BEN.3.4.6_1,-0.04653429266597543,0.13230003798214188,0.04485444644663271,0.042286209332908505,0.016797771117313436,0.06914921500442904,1.3084794441681533,0.17309569363453775,0.13814611883572653,0.16583938945448473
BEN.3.4.7_1,-0.012323456151144845,0.40989125218419803,0.06901541645801453,0.06170078095390034,0.04806820218965598,0.08812803564970159,0.6924750866989294,0.1760560031008643,0.15042651228307394,0.0975822154613101
BEN.3.4.8_1,-0.001675754918583802,0.13230003798214188,0.041450367284386704,0.040652428557096706,0.013223952205063113,0.07307933403284378,0.9194724140023547,0.1343019965886113,0.10824864885143957,0.11128087081590719
BEN.3.4.9_1,0.03814450066004481,0.5667025989719799,0.14861726516058338,0.12328363968441797,0.07884106979728973,0.13398608318086536,3.056380268363726,0.5076694711418596,0.3669232491029675,0.41501698866665854
BEN.3.4.10_1,0.02745647668572409,0.511343219450542,0.08014716901011035,0.06159355849673534,0.07013372643004684,0.07867962046501427,1.4115186993564879,0.22145797351910793,0.15095547228307385,0.18816491680914255
BEN.3.5.1_1,0.03853756522100108,0.07796429090168593,0.05252150951246833,0.05194559993983675,0.006862293724299066,0.06933128084277823,0.2063801464596292,0.13023654583921995,0.12445083053903243,0.027415398980545142
BEN.3.5.2_1,0.009190491079131053,0.06566422858962878,0.044049914122696474,0.04428046943974637,0.008055756319140935,0.13529793900947662,0.42273865911799174,0.2066665834314575,0.2041761847955295,0.03588136899514304
BEN.3.5.3_1,0.06858177496386426,0.20686556505305426,0.10677263085742016,0.10511972837505816,0.02656984410475496,0.26847720396194963,1.342967923553217,0.6014194178511771,0.5817073203534597,0.22846509346322483
