GID_3,Walking_Only_Travel_Time_to_Healthcare_min,Walking_Only_Travel_Time_to_Healthcare_max,Walking_Only_Travel_Time_to_Healthcare_mean,Walking_Only_Travel_Time_to_Healthcare_median,Walking_Only_Travel_Time_to_Healthcare_stdDev,Motorized_Travel_Time_to_Healthcare_min,Motorized_Travel_Time_to_Healthcare_max,Motorized_Travel_Time_to_Healthcare_mean,Motorized_Travel_Time_to_Healthcare_median,Motorized_Travel_Time_to_Healthcare_stdDev,Travel_Time_to_Cities_min,Travel_Time_to_Cities_max,Travel_Time_to_Cities_mean,Travel_Time_to_Cities_median,Travel_Time_to_Cities_stdDev
BEN.5.5.11_1,0.0,230.0,135.97860123104888,150.0,51.66182669872871,0.0,59.214332580566406,23.464367485331522,22.43564168168751,12.718329261177379,0,82,33.40851819721569,30.0,20.02373532849452
BEN.5.5.12_1,11.0,199.0,99.62250111709045,102.0,40.894906538002054,1.1059534549713135,84.7017822265625,39.76351131587253,39.662872314453125,23.880676407646497,0,126,62.1167796708954,68.0,35.619685848803044
BEN.5.5.13_1,0.0,75.0,35.690895918860186,37.0,20.719275223240057,0.0,49.49506378173828,12.140135398408521,11.383368492126465,12.471552718273283,0,54,9.769379376962085,9.0,13.04347294664013
BEN.5.5.14_1,0.0,205.0,94.12191670322511,91.0,42.3362723890117,0.0,84.8686294555664,20.260168384950983,18.264798402786255,12.732460694416382,26,159,57.321978970606956,56.0,19.49126734034027
BEN.5.6.1_1,0.0,57.0,21.352722772277225,15.0,14.677306746584447,0.0,13.988910675048828,3.091745681072226,2.08201003074646,3.2431279118990117,77,94,82.98118811881187,82.0,4.731102760808872
BEN.5.6.2_1,44.0,298.0,174.79823441605367,178.99999999999997,55.586991100477604,4.423760890960693,103.67715454101562,38.746650234886864,36.21479700218816,18.689743055019736,62,208,120.95117964512706,121.0,26.20835525201094
BEN.5.6.3_1,0.0,53.0,14.774887270204646,11.0,13.920574700780136,0.0,13.220498085021973,2.5064598988874724,1.5614607334136963,3.2487131301515655,81,100,85.65348595213318,84.0,5.595140748899938
BEN.5.6.4_1,0.0,197.0,85.51614544701846,75.0,50.07890123643767,0.0,169.17547607421875,52.8599544198147,38.496331214904785,45.47132731206071,65,241,134.0172062856847,128.0,43.00440633606292
BEN.5.6.5_1,0.0,217.0,97.18025580631031,97.00000000000001,48.530322936927355,0.0,101.85289764404297,24.908295827814108,18.722470474243163,21.018688722728957,61,186,103.09568087204215,98.00000000000001,23.574109974255382
BEN.5.6.6_1,11.0,221.0,102.2714875516077,104.0,43.429302914009284,1.1023091077804565,73.26718139648438,24.70132637731674,20.20259748186384,15.222843854409989,89,216,137.94062986931755,135.0,23.974938849504213
BEN.5.6.7_1,0.0,75.0,36.16073262581309,37.0,22.442037824769724,0.0,30.807918548583984,7.252846532613195,5.92046594619751,7.109380403569721,82,116,92.13368709346118,90.0,8.39252128863827
BEN.5.6.8_1,15.0,221.0,122.52210433244915,121.0,48.135665424462694,1.5614607334136963,143.9369354248047,41.73104220311053,33.35120006535677,30.477565937433916,77,222,126.58334024093723,117.99999999999999,30.80791129186137
BEN.6.1.1_1,0.0,141.0,51.07190940779404,53.0,24.756057824490952,0.0,72.40296173095703,12.98807701778963,11.849294174795208,10.64667260297736,45,131,67.12220357426092,65.0,12.86254347639485
BEN.6.1.2_1,0.0,272.0,118.98859383936575,112.50153588383134,61.981500009148306,0.0,192.0155792236328,53.6454467273574,38.616686607129644,44.730303009665555,0,255,76.00747446686808,62.0,54.89350882365676
BEN.6.1.3_1,0.0,453.0,251.50165358414367,252.608495068406,83.41386472186055,0.0,234.61219787597656,96.86370583245359,91.50243228217857,49.90021998177005,7,316,155.89456897826028,158.39261899287195,65.23993378629545
BEN.6.1.4_1,0.0,348.0,189.00877925609396,204.71929824561403,87.05473367311562,0.0,221.5184326171875,70.02446423714815,58.56874253703099,51.185906751823026,19,278,120.45102457026319,110.51823162667674,59.23029107180517
BEN.6.2.1_1,0.0,97.0,50.168588399720456,48.0,23.743126869754796,0.0,40.6896858215332,9.432799953813737,8.427324295043945,7.979715001217292,53,93,64.33746797111574,63.0,7.49599676827754
BEN.6.2.2_1,0.0,219.0,79.94629740182205,77.0,44.42202579682051,0.0,87.21256256103516,32.39687204691263,31.800355147022312,18.452279923939482,20,128,67.69241051729952,65.99999999999999,26.044907386550793
