ADM3_PCODE,Walking_Only_Travel_Time_to_Healthcare_min,Walking_Only_Travel_Time_to_Healthcare_max,Walking_Only_Travel_Time_to_Healthcare_mean,Walking_Only_Travel_Time_to_Healthcare_median,Walking_Only_Travel_Time_to_Healthcare_stdDev,Motorized_Travel_Time_to_Healthcare_min,Motorized_Travel_Time_to_Healthcare_max,Motorized_Travel_Time_to_Healthcare_mean,Motorized_Travel_Time_to_Healthcare_median,Motorized_Travel_Time_to_Healthcare_stdDev,Travel_Time_to_Cities_min,Travel_Time_to_Cities_max,Travel_Time_to_Cities_mean,Travel_Time_to_Cities_median,Travel_Time_to_Cities_stdDev
CI230105,0.0,235.0,89.10657116163186,90.0,51.07374745135373,0.0,113.8433609008789,31.165954176822463,26.846824123013402,24.917548908661324,7,149,47.20834630956085,44.0,30.22780223936554
CI230106,0.0,286.0,97.1977672820954,90.65239948119326,55.76996989175597,0.0,160.5441131591797,42.28669772743072,31.6585951415218,33.929965714715856,12,272,82.64344640045799,70.51914739884393,52.38424568755288
CI230107,0.0,163.0,76.68852597375194,75.0,36.07531713882179,0.0,74.0945816040039,20.950570544408954,16.271574605457648,15.78910932036196,19,114,58.98371945815928,57.0,18.160097700722687
CI230201,0.0,159.0,74.83741638240377,77.0,32.98234862773258,0.0,56.92892837524414,14.9999198477315,13.863131046295166,10.100503546874625,0,76,22.666007078269516,20.0,15.733304655687064
CI230202,0.0,187.0,86.76440523581402,89.0,38.28887760366119,0.0,64.98558044433594,16.37152006170318,14.715863990783692,11.132258592950176,11,84,34.335216921935086,33.0,13.379878121490993
CI230203,0.0,171.0,86.93499969226984,89.0,38.99539720864769,0.0,57.716190338134766,16.216558067055605,14.612661215197624,9.68181186245902,11,96,42.008339487936965,42.0,14.452679970643239
CI230204,0.0,180.0,83.4488914300235,83.0,38.55811850471365,0.0,60.667945861816406,20.457280483796012,16.849064826965332,12.849252646204947,5,79,31.302966774664878,29.000000000000004,15.110088227098975
CI230301,0.0,245.0,82.71375536897546,77.99999999999999,46.08462983289885,0.0,84.345458984375,21.33564014780933,17.290235582211377,16.106587104749423,26,175,76.9489110962422,69.99999999999999,33.061302543999915
CI230302,0.0,204.0,87.3133457994371,80.99999999999999,43.23232248097038,0.0,127.03234100341797,26.804242265957203,19.198883652117683,23.793717641040256,38,201,78.11266723213944,71.0,29.77909022583957
CI230303,0.0,130.0,70.34031489764008,71.0,28.44506101973227,0.0,65.13662719726562,25.9428614504983,25.269174575805664,16.540625878218922,47,132,77.77749900003634,76.0,21.089349878129283
CI230304,0.0,218.0,104.10617884530937,100.0,53.72123607967435,0.0,91.15437316894531,28.25312977603676,25.57182154187969,18.58913292376957,17,132,55.344287355156915,49.0,23.098232786391456
CI230305,0.0,188.0,82.23160389480599,81.0,41.10335389592526,0.0,67.73513793945312,22.392208171746564,18.294405364990233,14.03093569014479,24,119,56.883612689529144,55.99999999999999,18.95870333580263
CI230306,0.0,145.0,61.97874716683637,58.0,31.947990909684265,0.0,76.45809173583984,23.102749985859607,17.742592577592763,17.38422100482386,49,179,100.90218878997909,96.99999999999999,27.538387535398666
CI230307,0.0,250.0,119.23647950531986,121.0,54.70417300131413,0.0,117.3361587524414,33.55661131321469,29.267782761223952,23.08376875153116,11,144,55.71510935491251,53.99999999999999,26.2815024178295
CI240101,0.0,298.0,108.83908807866244,98.47385187151579,64.2973176169469,0.0,211.13626098632812,41.79730683545475,28.49057571052393,42.33006497892852,0,287,69.48409175271004,64.29389166346523,52.211710662912424
CI240102,0.0,252.0,82.25310816876122,66.0,59.87732034606463,0.0,211.13626098632812,43.83836032593592,23.52047130118969,45.727476569821626,4,225,57.66568671454221,36.00000000000001,49.43484555854133
CI240103,0.0,232.0,65.70482175127327,50.0,52.45486570640089,0.0,174.75013732910156,34.034542116367604,21.41037613614938,38.80657211666059,42,268,105.16153277476594,92.0,47.84526983827704
CI240104,0.0,239.0,92.468842460656,91.0,47.81040926788207,0.0,206.9642791748047,42.9992072727483,28.5039817787553,41.0597127179312,17,287,82.59768383220485,66.47026279391426,54.00715699660045
CI240105,0.0,222.0,98.23449173499932,94.0,55.37208469526213,0.0,148.50689697265625,45.9623842200776,30.350204467773438,41.592849441522745,20,184,79.26760380059868,65.0,44.86857650784249
CI240106,0.0,189.0,64.37377926814919,58.0,38.977965907598005,0.0,126.33468627929688,23.9769712076536,18.816465921772334,27.13698296802506,13,219,50.808830450641246,36.0,44.068373323333184
CI240201,0.0,329.0,153.75316316131395,148.55555555555554,72.1279547681532,0.0,179.13198852539062,38.519389979722106,30.416487886324873,30.19492741225966,22,194,87.87192996048665,87.0,37.370679360550014
CI240202,0.0,324.0,133.74326407915603,132.57174887892376,78.11994017479289,0.0,107.9946517944336,30.817090967856462,25.795977398865205,22.802650325138973,13,187,59.04273385763885,51.99999999999999,35.16740305843218
CI240203,0.0,210.0,82.84410637556611,81.0,42.80926203725935,0.0,92.771484375,24.1999848572403,17.77168664153741,21.282199616678838,13,132,49.454523284171394,46.99999999999999,25.362378061764698
CI240301,17.0,271.0,135.64134248921272,143.0,53.26878450127568,14.744109153747559,115.51337432861328,46.026864754205135,42.729108810424805,18.989467009865013,100,225,147.44599654136093,145.0,26.35646044889174
CI240302,0.0,248.0,82.51266311907965,73.00000000000001,51.81871555472904,0.0,150.86956787109375,32.33376037712126,22.404404202643033,33.801358313737616,12,280,71.37160605592227,54.32676709154112,53.867895639835574
CI240303,0.0,179.0,80.67809333166518,75.0,40.86617091657418,0.0,85.80819702148438,25.083650967022255,20.674384117126465,18.18674724359326,39,191,105.73061845781723,106.0,32.75886864603405
CI240304,0.0,600.0,157.5685168268732,133.98525877263256,108.90716920831733,0.0,435.4073181152344,77.78416055173555,53.0642879701632,75.33402696693847,13,531,171.61203209666382,153.64317858834676,94.37282417484289
CI240305,0.0,195.0,80.69277218330413,79.0,38.610359480340264,0.0,102.97804260253906,25.684994428730104,20.701251909012516,22.46467573421377,0,136,45.14254049912432,39.99999999999999,26.075224405003926
CI240401,0.0,292.0,115.77549487588534,116.53865233567589,53.450830468881364,0.0,190.42462158203125,43.45926993200346,29.483577183314733,39.94393938601674,31,310,126.22250637798642,118.46860643185299,47.87769464664107
CI240402,0.0,169.0,88.12564318852802,90.0,33.24895589940651,0.0,81.89591217041016,30.592023577120973,27.231287002563477,15.816449770325665,65,168,100.67243778996202,97.0,20.492168915501
CI240403,0.0,639.0,232.92792678199348,205.372710951526,136.79882161055068,0.0,304.3151550292969,95.65034668985228,78.9746063524054,73.98176656150665,79,428,223.7240635751319,214.4,85.02407972748698
CI250101,0.0,288.0,122.315495632984,124.47503725782413,52.73872851457543,0.0,133.5877685546875,38.55828217542107,32.52541542053223,26.81448787912819,11,174,63.34151108085704,60.0,30.857351056822516
CI250102,0.0,176.0,93.04112195522022,97.0,33.98896143168834,0.0,104.58985900878906,29.961631521795997,21.723741615282503,23.468119503213668,4,119,36.24676453702947,29.0,26.204658299570777
CI250103,11.0,308.0,161.63031181548766,162.61577096936213,61.638569223435184,1.3814455270767212,156.31971740722656,45.3225831176107,34.49605067417832,30.331844337859586,16,204,88.79005282824374,87.99999999999999,36.663642703587115
CI250201,0.0,211.0,87.13781514615121,82.0,48.28087377486986,0.0,135.28602600097656,34.01081190294726,26.661013381019313,28.922989828394606,6,186,58.59429268526048,51.0,40.21495828764414
CI250202,11.0,190.0,93.09602568071826,90.0,40.29785271246718,1.3823710680007935,62.31696319580078,16.613201831527714,14.880626123030108,10.451880757902707,18,137,66.31949355537814,64.0,26.919547578935084
CI250203,0.0,324.0,98.74253336157598,74.64521739130436,73.53652900821506,0.0,87.18255615234375,21.258917662954833,17.730227255325996,16.743586939163155,0,149,35.2069609192968,29.000000000000004,29.317386497485323
CI250204,0.0,232.0,66.67790974262736,60.0,42.17058563296809,0.0,131.41526794433594,23.777726672006775,15.444729714765142,23.1047145130996,3,148,38.4418627620435,33.99999999999999,26.692786419217835
CI250301,0.0,344.0,154.3608893731593,156.53272980501393,83.25228295699064,0.0,169.03280639648438,44.87533858897721,36.44994215505723,34.336977027091315,15,251,91.94280345200586,85.0,48.69201965792806
CI250302,0.0,172.0,91.11252460450535,95.0,34.21035378598944,0.0,107.52500915527344,32.4409699312337,24.75324624957461,24.316599611399617,35,188,98.61672863356911,97.0,31.557692970261183
