ADM3_PCODE,volume_batis_m3
BF520504,1.0994916164705886E7
BF520505,5519814.30980392
BF520506,8550983.007843133
BF520507,5658716.678431373
BF520508,5037618.85098039
BF530101,1.967744245882353E7
BF530102,3.0310748424313724E8
BF530103,5831221.725490197
BF530104,6688263.207843138
BF530105,3997968.3019607854
BF530106,5079442.37254902
BF530107,2.6707114941176474E7
BF530108,4395001.517647059
BF530109,5953813.701960786
BF530110,1.1245900701960785E7
BF530111,9475780.545098053
BF530112,9480025.152941179
BF530113,5427577.780392156
BF530201,5318117.262745099
BF530202,3241777.5372549025
BF530203,6421703.184313727
BF530204,6101406.117647061
BF530205,6709838.517647058
BF530206,4503460.494117646
BF530207,1.2996017117647057E7
BF530208,7830593.733333334
BF530209,1.2412774611764707E7
BF530210,1.2501109729411764E7
BF530212,1.2525660141176475E7
BF530211,2079220.705882353
BF530213,1.0053789349019606E7
BF530301,3051798.1686274507
BF530302,5683438.415686274
BF530303,4021744.4039215697
BF530304,1.2169974164705884E7
BF530305,3.800496895686274E7
BF530306,8344812.333333332
BF530307,1.2635102854901962E7
BF540101,4841709.992156864
BF540102,4576528.941176469
BF540103,3553079.6705882354
BF540104,1.7316034149019606E7
BF540201,1.2007806678431366E7
BF540202,4546640.070588235
BF540204,1.4540067247058824E7
BF540205,3330694.7137254896
BF540206,4373103.149019606
BF540207,7931738.501960784
BF540208,3383461.3803921575
BF540209,9913702.580392158
BF540210,3.386852342745098E7
BF540301,6289447.756862746
BF540302,2063630.5607843138
BF540303,1.3063102721568627E7
BF540304,4919480.721568627
BF540305,7909326.258823528
BF540306,1.0115122650980394E7
BF540307,5.5317860533333324E7
BF540308,1.0111532192156864E7
BF540309,7572880.909803923
BF540310,1.6469911901960786E7
BF540311,4445190.792156863
BF540312,6245909.003921568
BF540313,3038143.921568628
BF540401,5003126.0784313725
BF540402,4380449.070588237
BF540403,2.4059764325490188E7
BF540404,2520612.77254902
BF540405,6326553.4431372555
BF550101,1.667581939215686E7
BF550102,1818512.690196078
BF550103,7345440.270588236
BF550104,1.7290034870588243E7
BF550105,3704030.521568627
BF550106,9799075.050980393
BF550107,2.1617955725490194E7
BF550108,5908863.858823527
BF550201,1.4844635815686269E7
BF550202,2541645.1490196087
BF550203,4987779.760784316
BF550204,7606470.266666668
BF550205,2850098.2196078436
BF550301,6144654.3098039245
BF550302,6862095.560784313
BF550303,9501878.239215674
BF550304,6305242.992156862
BF550305,3094452.435294116
BF550306,2.726354841176469E7
BF550307,7095726.145098039
BF560101,3551856.698039216
BF560102,2.0945583815686278E7
BF560103,6343329.631372548
BF560104,2625798.349019607
BF560105,2839826.6901960783
BF560201,1.055540102745098E7
BF560202,2.7400011286274508E7
BF560203,4859638.243137254
BF560204,5161896.639215685
BF560205,2554184.3254901976
BF560206,4571277.847058823
BF560301,1.2548703854901958E7
BF560302,4739737.635294118
BF560303,1585681.0313725485
BF560304,2.094494813725491E7
BF560305,3334781.0823529405
BF560306,3013305.768627451
BF560307,2877985.203921568
BF560308,3960642.8980392152
BF560309,9433313.694117649
BF560401,3621596.643137255
BF560402,6420527.890196079
BF560403,5784437.0666666655
BF560404,4080445.1725490196
BF560405,2188036.5019607847
BF560406,3648070.615686276
BF570102,2.2589074925490197E7
BF570103,2254936.274509804
BF570101,6526929.9647058835
BF570104,5570587.258823529
BF570105,2976155.28627451
BF570201,1.902811889019608E7
BF570202,1.2883873262745097E7
BF570203,7271026.925490197
BF570204,5472970.121568629
BF570205,2523898.125490196
BF570206,5378449.792156864
BF570207,4877179.905882353
BF570208,5398473.270588233
BF570301,1.0527299396078434E7
BF570302,2042951.1960784309
BF570303,1199592.560784314
BF570304,3208601.5372549007
BF570305,2272968.4901960786
BF570401,3451688.08235294
BF570402,4167963.9372549024
BF570403,5654471.2666666685
BF570404,3.11808698470588E7
BF570405,4857661.019607844
BF570406,1.5539882592156865E7
BF570407,1.567306641960784E7
BF570408,3144072.5529411756
BF570409,7512659.094117648
BF570410,2073152.8784313723
