ADM3_PCODE,Walking_Only_Travel_Time_to_Healthcare_min,Walking_Only_Travel_Time_to_Healthcare_max,Walking_Only_Travel_Time_to_Healthcare_mean,Walking_Only_Travel_Time_to_Healthcare_median,Walking_Only_Travel_Time_to_Healthcare_stdDev,Motorized_Travel_Time_to_Healthcare_min,Motorized_Travel_Time_to_Healthcare_max,Motorized_Travel_Time_to_Healthcare_mean,Motorized_Travel_Time_to_Healthcare_median,Motorized_Travel_Time_to_Healthcare_stdDev,Travel_Time_to_Cities_min,Travel_Time_to_Cities_max,Travel_Time_to_Cities_mean,Travel_Time_to_Cities_median,Travel_Time_to_Cities_stdDev
TG020403,88.0,300.0,215.14342719683037,226.0,52.11851355204795,9.783361434936523,40.77146911621094,24.790762834992933,25.013381958007812,7.203176914133392,4,53,24.243497948209992,23.999999999999996,10.814280741973171
TG020404,26.0,255.0,156.07080073522482,162.0,51.046146282706154,3.9063668251037598,75.50665283203125,29.47155749461285,27.74623171488444,12.56804362894912,27,125,60.43959138467341,56.00000000000001,19.499767195399787
TG020405,64.0,256.0,172.75909789851355,178.0,44.647296320594656,9.118778228759766,113.46929168701172,50.302961077164106,46.88435469528087,16.21902580124263,0,127,34.30947092659034,32.0,28.711132229921734
TG020406,90.0,202.0,157.823126223963,164.0,31.01136460479296,9.02753734588623,22.113224029541016,16.204570656508682,16.818405151367188,3.180643367543187,50,80,62.99083140466442,62.0,8.148290679581788
TG020407,0.0,146.0,67.32752273711564,68.0,34.61435073083078,0.0,26.126800537109375,8.039142100947949,7.335502942403157,4.870504774039995,62,101,80.02024686011262,80.0,7.122440920899981
TG020408,10.0,203.0,93.43102588088557,97.0,50.15177882399247,1.097152829170227,32.350563049316406,11.853578226923899,11.308911081479518,6.876756094916577,38,90,59.88846273776113,58.0,10.961492881596335
TG020409,32.0,237.0,152.4658714380385,153.0,44.37795443440073,9.944263458251953,84.40309143066406,47.243546397130466,45.946035385131836,14.564648066634751,53,166,120.48181424274863,117.0,20.55807271466604
TG020410,26.0,255.0,129.9613379761528,133.0,52.32375827736981,2.8408403396606445,33.94728088378906,14.672903782121113,14.591203689575195,6.56547092623786,70,117,94.14994196475679,95.0,9.315954203575792
TG020411,59.0,179.0,125.55837440657972,126.0,22.763203838138217,5.946523189544678,24.264080047607422,13.355857055089391,12.79270076751709,3.3576206851251826,59,99,79.03955126848294,79.00000000000001,8.382817466902663
TG020412,66.0,237.0,155.64071897095153,157.0,43.77026824255247,6.855080604553223,69.35323333740234,19.87632303974761,18.165183067321777,9.47571202364598,41,147,80.00994974018234,84.0,19.382359521097445
TG020501,11.0,124.0,73.26204162537165,73.99999999999999,26.725767562701524,1.2289574146270752,71.74049377441406,19.558936378556503,14.652448018391928,16.86225604170307,10,96,35.31607532210109,30.0,20.18596986453209
TG020502,68.0,219.0,141.6410059019759,143.00000000000003,35.61539429347388,5.054301738739014,45.65793228149414,17.432762349580983,16.405332565307617,7.471461458393553,20,85,55.31007534933634,56.00000000000001,12.61449776150825
